Item,Mean,Var,Mixed_Means,Mixed_Stds,Raw_Distrib,Discrete_Distrib,Sentence
22745:68,4.0,3.8,[5.75192411 2.18642793],[0.7340766501434273  0.27547562031983797],[2  2  6  7  6  4  3  2  2  6],[0.  0.4 0.1 0.1 0.  0.3 0.1],"and the first thing i caught  was a sand shark, which  was probably a foot, and a half or, uh, two feet long,"
99475:12,2.9,4.289999999999999,[1.33091479 5.23100267],[0.3327250201225794  0.7883854205777492],[5  2  2  1  7  1  4  1  1  5],[0.4 0.2 0.  0.1 0.2 0.  0.1],"i visited once or twice."
11792:29,2.2,2.96,[1.375 5.5  ],[0.34232732874151467  0.3535540978616858],[1  1  5  2  2  6  2  1  1  1],[0.5 0.3 0.  0.  0.1 0.1 0. ],"but, uh, i have some question, whether or not they will ever really get around to that."
157511:153,3.2,3.3600000000000003,[1.83625099 5.25032102],[0.6380067330326029  0.3063287706799837],[1  5  1  3  6  1  2  5  5  3],[0.3 0.1 0.2 0.  0.3 0.1 0. ],"well, the, the one thing that i know  does seem  to happen from people i've talked to  on this, is that in the situation you just said  where it's nine to three, or some such number , that there's, an effect  starts  being that there's starts  being a lot of peer pressure going on"
118989:29,3.090909090909091,3.5371900826446283,[4.99436573 1.49925082],[0.638549923944189  0.3535745217265928],[5  2  1  1  1  6  2  6  4  4  2],[0.27272727 0.27272727 0.         0.18181818 0.09090909 0.18181818 0.        ],"that must have been at least fifty years ago or more,"
18130:46,2.0,2.6666666666666665,[1.3 5.5],[0.3240378064354161  0.3535540978709127],[6  1  1  5  1  2  2  2  1  1  1  1],[0.58333333 0.25       0.         0.         0.08333333 0.08333333 0.        ],"well, uh, pretty much spent most of my time either in the yard or at nurseries  buying stuff for the yard."
63755:97,3.2222222222222223,4.617283950617284,[5.99958538 1.83712428],[0.5807789932090186  0.6395778463340785],[2  3  6  1  3  1  1  5  7],[0.33333333 0.11111111 0.22222222 0.         0.11111111 0.11111111 0.11111111],"i thought maybe they would convert to, uh, metric back when they went to the fifty-five mile an hour speed limit , because what is it  fifty-six or fifty-seven's a hundred, uh, qua-, a hundred kilometers,"
4496:104,2.9,2.6900000000000004,[1.         3.71406302],[0.0007071067811865475  0.9036383458439169],[3  3  3  4  1  5  6  1  2  1],[0.3 0.1 0.3 0.1 0.1 0.1 0. ],"now do you think that's because they've realized that for whole health, that, the, you know, you have  to have that combination, or that people are motivated  that way so that they've incorporated that into their program."
52656:78,1.5,0.85,[1.22222222 4.        ],[0.29397321831802115  0.0007071067811865475],[1  2  1  1  4  1  2  1  1  1],[0.7 0.2 0.  0.1 0.  0.  0. ],"and, and go ahead and get the punishment phase out of the way, because it  doesn't do the criminal or the victim's family, r-, r-, any of us, the taxpayer any good to have him sitting around for months and years."
142117:49,4.181818181818182,7.0578512396694215,[1.83333333 7.        ],[0.634648153465056  0.0007071067811865475],[2  7  3  1  1  7  7  3  1  7  7],[0.27272727 0.09090909 0.18181818 0.         0.         0. 0.45454545],"and i even had, uh, i guess it was  last year or the year before, i had some out"
94770:69,3.4,3.6399999999999997,[6.01369025 2.30463077],[0.5784909145392146  0.6411702153233163],[3  3  1  6  7  3  5  1  3  2],[0.2 0.1 0.4 0.  0.1 0.1 0.1],"and again, it's not, it 's not cheap to rent the lodge up there or the meeting room down in the cabins and such,"
126179:58,3.5,4.25,[4.92349359 1.22286579],[0.8748408021109922  0.2942767683691417],[1  2  6  7  1  4  4  4  5  1],[0.3 0.1 0.  0.3 0.1 0.1 0.1],"i'm going  to do it right, and see if i can actually play this game or not."
164352:51,4.0,5.636363636363637,[5.96213508 1.5787007 ],[0.7417388751029331  0.5568900782920674],[7  2  1  3  7  1  1  7  5  5  5],[0.27272727 0.09090909 0.09090909 0.         0.27272727 0. 0.27272727],"i think in some cases it  doesn't matter if it's a deterrent or not."
124658:85,3.7,6.01,[5.99792866 1.3997069 ],[0.7770883070612743  0.34637623022978514],[2  7  4  6  1  6  7  2  1  1],[0.3 0.2 0.  0.1 0.  0.2 0.2],"it 's hard to put the finger on, uh, what 's worse, you know, the acid rain situation or the ozone depletion, um, with, uh, your hydrocarbons, uh causing the damage in which,"
2420:30,3.0,4.2,[1.71428535 5.99998811],[0.3194391866640904  0.5773704525713821],[1  5  2  6  7  2  2  2  1  2],[0.2 0.5 0.  0.  0.1 0.1 0.1],"i need  to probably make a phone call or two."
168838:150,4.0,5.8,[5.83033727 1.24914399],[0.7581381858703419  0.30583678693861377],[5  1  2  6  4  6  1  7  7  1],[0.3 0.1 0.  0.1 0.1 0.2 0.2],"and if they're, you know, if they're on some kind of, you know, contol-, controlled substance then, you know, it kinds of takes away from the job of, you know, the supervisor or manager type person, you know, who  is able  to evaluate them."
14175:23,3.8,5.76,[1.63001027 5.99490407],[0.6039787145290625  0.7961325543202924],[6  4  6  2  1  1  7  3  7  1],[0.3 0.1 0.1 0.1 0.  0.2 0.2],"but i don't anymore, maybe once or twice a year."
95326:46,2.9,3.69,[6.50000013 2.00000026],[0.3535540978860765  0.500001008514036],[2  3  1  7  6  2  2  1  3  2],[0.2 0.4 0.2 0.  0.  0.1 0.1],"but she said, let's go ahead and send him another day, or two days,"
19926:76,4.3,4.8100000000000005,[5.55504636 1.32675655],[0.8487660781795684  0.33165392001392174],[1  7  5  1  4  6  2  7  4  6],[0.2 0.1 0.  0.2 0.1 0.2 0.2],"see, i had never really been into science fiction that much until, uh, somebody gave me mist of avalon probably about five or six years ago."
143238:29,4.5,5.65,[6.3335191  1.75108527],[0.5271055751514021  0.5877806589780228],[3  7  1  7  6  1  2  6  5  7],[0.2 0.1 0.1 0.  0.1 0.2 0.3],"and so, uh, we really want four or five bedroom house."
169316:26,3.2,5.960000000000001,[1.         5.39996094],[0.0007071067811865475  1.0583366597207686],[1  1  5  7  7  5  1  3  1  1],[0.5 0.  0.1 0.  0.2 0.  0.2],"and anything i participated in  or know about  when i read about it in the paper  is always so, uh, covered  from such a funny and superficial perspective that i don't have much confidence in it."
168510:23,2.3,4.01,[5.89579165 1.36034471],[0.7962651625243555  0.48206136138883954],[2  1  1  5  7  1  1  1  3  1],[0.6 0.1 0.1 0.  0.1 0.  0.1],"they don't execute anybody in britain or france."
74729:93,2.5555555555555554,4.6913580246913575,[1.42857143 6.5       ],[0.3499278205456615  0.35355409769934765],[2  1  6  1  7  1  1  2  2],[0.44444444 0.33333333 0.         0.         0.         0.11111111 0.11111111],"and it  was absolutely clear that if you could get your book adopted  by texas, then you had a built-in market because there were only about three or four textbooks in each subject"
137574:82,2.6,4.640000000000001,[4.99994817 1.        ],[1.0000455963425197  0.0007071067811865475],[5  3  1  1  1  1  5  1  1  7],[0.6 0.  0.1 0.  0.2 0.  0.1],"course, i think, you know, you can't really go by what  happened earlier in the season because teams jell together or they've had injuries that  heal."
126305:39,4.8,2.96,[6.15434423 3.66787049],[0.3044833079368198  1.110029454331544],[4  6  6  6  3  6  4  1  7  5],[0.1 0.  0.1 0.2 0.1 0.4 0.1],"i'm, i'm usually in the eighties or nineties."
41706:73,3.3636363636363638,5.867768595041323,[7.        2.0000002],[0.0007071067811865475  0.7905700362490874],[3  1  7  2  4  1  3  7  1  7  1],[0.36363636 0.09090909 0.18181818 0.09090909 0.         0. 0.27272727],"because maybe they, those are not the clothes that  are the most, uh, appealing to you, or the most, uh, complimentary to you."
22753:43,2.4,0.8400000000000001,[3.17980445 1.62142563],[0.3066977905693485  0.3725136458449062],[3  1  1  3  2  3  2  4  2  3],[0.2 0.3 0.4 0.1 0.  0.  0. ],"and then i was fi-, fished for another half hour or forty-five minutes, caught a few white fish and so forth,"
126359:33,1.7,2.2099999999999995,[1.22222222 6.        ],[0.29397321831489975  0.0007071067811865475],[2  2  1  1  1  1  6  1  1  1],[0.7 0.2 0.  0.  0.  0.1 0. ],"no nine hundred numbers can be dialed  from my phone or received ."
24108:42,3.4,4.24,[2.14289862 6.33334164],[0.5890802859337818  0.33333616074675015],[3  2  7  1  3  6  3  6  2  1],[0.2 0.2 0.3 0.  0.  0.2 0.1],"i think if you're going into like, uh, law or medicine, a very particular, very specific field, even, even engineering, you can get, you can meet a lot of the requirements at a public, um, institution."
155051:35,3.0,2.8,[5.33348227 2.00062407],[0.3333949717403437  0.535345658249663],[1  2  5  6  1  5  3  3  2  2],[0.2 0.3 0.2 0.  0.2 0.1 0. ],"well, how to you handle that, the long range or medium range planning on finances ."
121244:63,2.5555555555555554,4.0246913580246915,[1.56706839 5.96759341],[0.5129015031347651  0.7369440715195132],[1  3  1  2  5  2  1  1  7],[0.44444444 0.22222222 0.11111111 0.         0.11111111 0. 0.11111111],"and i said, you know, you need  to either read neal sperry's book before you shop or get a reputable nursery, because lot of places that  would, are just trying  to sell whatever   was pretty out there,"
150048:18,3.375,5.234375,[7.         2.16666683],[0.0007071067811865475  0.7546160019108067],[2  4  7  1  3  7  1  2],[0.25  0.25  0.125 0.125 0.    0.    0.25 ],"i've had two or three of those go out."
33856:25,5.3,3.21,[5.7777772 1.       ],[0.801234746500772  0.0007071067811865475],[7  7  6  6  5  1  6  4  7  4],[0.1 0.  0.  0.2 0.1 0.3 0.3],"i try  to go real late or real early before they get there."
88646:66,3.4444444444444446,5.580246913580247,[1.39999997 5.99999974],[0.34641087864372455  0.5000010118015017],[2  2  6  1  6  5  1  1  7],[0.33333333 0.22222222 0.         0.         0.11111111 0.22222222 0.11111111],"and, uh, when, when i was first here in, in dallas or in plano , um, and was finally able to, this is, oh, been like fourteen years ago we moved here . and i was finally able  to afford a new typewriter,"
17349:18,2.9,4.49,[1.32406262 5.1680217 ],[0.33094415989679243  0.9793853398390187],[2  7  4  1  1  6  4  1  1  2],[0.4 0.2 0.  0.2 0.  0.1 0.1],"they do kind of follow or, are similar."
128768:129,3.1,4.089999999999999,[2.26175211 6.505594  ],[0.8595871822247416  0.3535575224404126],[7  1  3  2  6  2  1  4  1  4],[0.3 0.2 0.1 0.2 0.  0.1 0.1],"and, uh, i guess they'd have  to consider how expensive the college is  and how close to home, if they could handle  being away for real long periods of time or if they need  to be somewhere where they can drive home when they needed  to get home  ."
117982:68,2.4545454545454546,4.24793388429752,[1.55555693 6.5000007 ],[0.5879476750443681  0.35355409802369603],[1  6  1  7  2  1  3  1  3  1  1],[0.54545455 0.09090909 0.18181818 0.         0.         0.09090909 0.09090909],"and there's nothing you could say  bad about him, except that i was more of a cat or a small dog  person that you could sit  in the chair and cuddle ."
173504:75,4.9,4.09,[6.1431788  2.00206322],[0.4516341040607465  0.5798430851744387],[2  7  1  6  6  7  6  5  3  6],[0.1 0.1 0.1 0.  0.1 0.4 0.2],"and if you don't you'll perish. either by the hand of your, your, your master or by  being pushed  out in the woods."
24893:119,3.8181818181818183,3.785123966942149,[5.23580214 2.11857331],[0.8903396507742468  0.7497772294200878],[7  5  2  1  3  4  6  1  3  6  4],[0.18181818 0.09090909 0.18181818 0.18181818 0.09090909 0.18181818 0.09090909],"and plus for, for the type of student that 's going to that school, it's going  to raise the level of the school because your parents are engineers or chemists."
6435:41,4.222222222222222,5.506172839506173,[1.75086847 6.2000013 ],[0.5875720367851731  0.5294723821916454],[7  3  6  6  1  1  7  2  5],[0.22222222 0.11111111 0.11111111 0.         0.11111111 0.22222222 0.22222222],"i don't even remember if it was in the dallasite  or the insite  one, about uh, companies allowing you,"
54645:43,4.5,4.25,[5.7119213  1.66621606],[0.7312320429598128  0.3334732413572604],[7  4  1  5  5  2  6  7  6  2],[0.1 0.2 0.  0.1 0.2 0.2 0.2],"you see it for, uh, you know a couple of hours or an hour."
35393:113,3.3636363636363638,5.867768595041323,[1.        5.3332908],[0.0007071067811865475  1.0541313266535948],[4  1  3  1  1  5  7  1  1  6  7],[0.45454545 0.         0.09090909 0.09090909 0.09090909 0.09090909 0.18181818],"that, uh, in addition to getting a new car there, they can get you a car that 's new but  it's been, uh, a demonstrator model for two or three thousand dollars even cheaper than the best deal they can give you  for a new car."
28157:45,2.7,2.21,[4.14787651 1.71415701],[0.8679509139887757  0.38053961050822455],[1  4  3  2  2  6  4  2  1  2],[0.2 0.4 0.1 0.2 0.  0.1 0. ],"it's just convincing your husband that that's important, or that it's important enough for him to do it."
126314:48,5.3076923076923075,3.9053254437869827,[3.04443249 6.75652757],[0.811405831591899  0.3034753857050384],[3  1  7  7  7  4  6  3  6  4  7  7  7],[0.07692308 0.         0.15384615 0.15384615 0.         0.15384615 0.46153846],"well, i either,  teeing off i either slice it or i hook it ever single time"
89756:75,4.444444444444445,5.358024691358024,[2.00030403 6.39990068],[0.500536494405587  0.5659746709618214],[5  2  6  7  3  2  7  1  7],[0.11111111 0.22222222 0.11111111 0.         0.11111111 0.11111111 0.33333333],"i don't remember if he said it was sixty dollars a square foot, off the creek and eighty on the creek, or, if it was eighty and a hundred."
35654:67,3.0,5.555555555555555,[1.         4.59962056],[0.0007071067811865475  1.4561799251522676],[2  4  1  7  7  1  1  1  3],[0.44444444 0.11111111 0.11111111 0.11111111 0.         0. 0.22222222],"but, you know, that's a sign that i'm going  to have  to do something sooner or later."
1200:36,2.8,3.3600000000000003,[1.71578804 5.33366353],[0.6245467067412004  0.3334498537216812],[6  5  1  1  1  2  5  1  3  3],[0.4 0.1 0.2 0.  0.2 0.1 0. ],"but if they're going  to offer these services, or these recorded message, everything, they ought  to be stuck  working with the phone book like everybody else instead of using a computer  to go through and just go down every sequence of numbers for this certain area code and call them."
96713:55,1.7777777777777777,2.3950617283950613,[1.25 6.  ],[0.3061870343433895  0.0007071067811865475],[1  1  2  1  6  1  1  2  1],[0.66666667 0.22222222 0.         0.         0.         0.11111111 0.        ],"there was something on t v  the other day that  said that fewer than one or two percent of the heads of, uh, chairmen of the board, chair-, chair persons, uh, if you sa-, if you will, of the board are women in this country."
103194:59,4.1,4.49,[2.50201275 6.50040996],[0.6794210612507516  0.35357100304590866],[6  7  2  7  2  4  6  1  3  3],[0.1 0.2 0.2 0.1 0.  0.2 0.2],"my in-laws also enjoy prime rib, when they've had some of their specials on sunday, monday, or tuesday night."
157011:154,1.7,0.41,[1.         2.16664333],[0.0007071067811865475  0.26354727693845864],[1  2  2  2  1  2  3  2  1  1],[0.4 0.5 0.1 0.  0.  0.  0. ],"and, you know, i, i think when you listen to like the, uh, the, the victims' families and things , they're always talking about, you know, uh,  feeling justified or feeling, you know, like they've gotten something out of it,"
19728:70,2.6,2.6400000000000006,[1.33333218 4.49999211],[0.33333423764208536  0.3535676183736581],[1  4  2  5  1  5  4  2  1  1],[0.4 0.2 0.  0.2 0.2 0.  0. ],"where's some reference to this goddamn state of texas and the role that they played  either leading up to  or in  the civil war ."
175985:81,3.111111111111111,6.098765432098766,[1.         5.74999967],[0.0007071067811865475  0.7705525511771747],[1  6  1  1  6  7  1  4  1],[0.55555556 0.         0.         0.11111111 0.         0.22222222 0.11111111],"you, you you were born  in, in the, in the late thirties or early forties."
94821:71,5.555555555555555,4.246913580246914,[2.05467288 6.57973862],[0.7560982964455265  0.5100788754328326],[6  5  7  7  3  7  1  7  7],[0.11111111 0.         0.11111111 0.         0.11111111 0.11111111 0.55555556],"is it the, do you think it's the values that they're teaching  in school or the values they get  from home."
